tripid,faremethod,fare,loc_from,loc_to,driverid,custid,distance,duration
4328,3,70.5,11,10,1506,2672,7.1,12
4329,2,130.3,14,9,1180,3286,6.03,11
4330,1,79,10,4,1038,3878,8.8,2
4331,2,100.4,4,7,1821,2277,3.04,6
4332,4,50.2,14,1,1878,2821,3.04,16
4333,1,159.12,8,9,1246,3213,16.76,12
4334,2,361.68,2,6,1400,3505,18.57,21
4335,2,227.52,11,2,1616,3912,12.98,5
4336,2,149,9,1,1854,2449,7.9,17
4337,4,120.6,11,12,1993,2312,13.55,5
4338,2,304.32,3,15,1049,3781,16.18,3
4339,4,138.36,6,11,1970,3053,15.03,6
4340,2,376.56,3,2,1176,3150,19.19,12
4341,4,89.15,2,8,1025,2905,10.83,8
4342,2,134.5,8,14,1836,2142,6.45,11
4343,2,330.48,13,13,1422,2725,17.27,20
4344,2,213.36,6,15,1283,2990,12.39,18
4345,4,152.88,7,6,1711,3440,16.24,6
4346,2,164.6,4,10,1244,2108,9.46,11
4347,2,110.2,5,8,1254,3345,4.02,9
4348,4,64.5,8,9,1072,3641,5.9,10
4349,2,140.1,6,14,1476,3489,7.01,6
4350,2,304.08,2,14,1620,3844,16.17,14
4351,2,186.24,9,11,1612,2921,11.26,9
4352,4,53.45,13,5,1613,3216,3.69,11
4353,3,123.6,9,12,1513,2592,13.8,6
4354,2,377.28,3,7,1321,2625,19.22,12
4355,2,92.1,2,10,1517,2365,2.21,21
4356,2,91.8,10,5,1024,3826,2.18,11
4357,2,254.64,2,6,1916,2809,14.11,6
4358,2,301.68,6,13,1611,3763,16.07,18
4359,1,180.84,5,10,1675,2348,18.57,13
4360,2,105.3,15,8,1384,2789,3.53,18
4361,2,211.68,14,9,1699,2641,12.32,12
4362,2,326.88,14,2,1731,2859,17.12,14
4363,1,86.7,15,6,1333,2627,10.34,6
4364,2,91.8,11,3,1365,2256,2.18,12
4365,2,301.68,12,3,1622,2180,16.07,12
4366,3,56.9,7,8,1504,2925,4.38,14
4367,1,74.9,4,4,1293,2219,7.98,6
4368,2,186.24,6,11,1612,3816,11.26,21
4369,1,138.36,10,11,1003,3231,15.03,22
4370,2,99.8,1,3,1193,3648,2.98,22
4371,3,86.7,1,6,1525,2153,10.34,11
4372,2,312.72,4,9,1400,3535,16.53,14
4373,2,158.9,8,7,1300,2572,8.89,13
4374,2,105.6,7,4,1249,3149,3.56,9
4375,3,46.8,1,8,1068,3651,2.36,11
4376,4,57.15,11,5,1682,3604,4.43,20
4377,2,295.68,8,5,1329,2930,15.82,12
4378,3,56.9,7,9,1662,2326,4.38,11
4379,2,132.4,3,3,1676,2850,6.24,15
4380,4,50.25,15,15,1084,2131,3.05,11
4381,1,152.04,14,14,1890,2816,16.17,19
4382,2,295.68,15,5,1659,2350,15.82,15
4383,2,241.2,9,12,1464,3003,13.55,11
4384,1,143.4,1,2,1762,3815,15.45,14
4385,2,391.68,7,14,1137,2204,19.82,17
4386,2,304.32,6,14,1314,3382,16.18,18
4387,2,166.8,8,5,1702,3481,9.68,15
4388,2,213.36,5,15,1290,3389,12.39,6
4389,2,155.2,15,4,1260,3407,8.52,23
4390,2,192.24,7,2,1049,2001,11.51,10
4391,2,178.3,9,8,1187,3525,10.83,6
4392,4,190.8,2,9,1811,2637,19.4,9
4393,2,395.52,6,11,1150,2485,19.98,4
4394,4,52.8,8,4,1224,3152,3.56,11
4395,4,45,15,3,1535,2496,2,1
4396,3,75.2,10,9,1299,3488,8.04,12
4397,2,129.8,11,8,1203,2203,5.98,15
4398,2,275.04,10,8,1840,2970,14.96,14
4399,2,129.8,4,5,1371,3469,5.98,14
4400,4,57.1,12,4,1878,3819,4.42,11
4401,3,58.55,10,11,1201,2373,4.71,21
4402,1,188.28,7,2,1812,3365,19.19,10
4403,1,99.6,2,13,1069,2844,11.8,4
4404,2,149,2,1,1631,3238,7.9,19
4405,4,77.6,10,4,1744,2501,8.52,15
4406,2,117.1,2,5,1217,2245,4.71,22
4407,1,66,2,14,1163,3764,6.2,15
4408,3,152.16,15,15,1897,3782,16.18,6
4409,2,155.2,10,8,1600,2958,8.52,6
4410,1,155.4,3,15,1439,2576,16.45,7
4411,2,227.52,6,2,1708,3611,12.98,6
4412,2,178.3,12,10,1539,3393,10.83,22
4413,4,52.65,1,15,1456,3859,3.53,12
4414,4,77.6,12,4,1962,2204,8.52,6
4415,2,100.4,2,7,1690,2084,3.04,16
4416,2,178.3,2,8,1710,3787,10.83,6
4417,2,185.76,9,14,1701,2365,11.24,14
4418,2,186.24,5,11,1848,3471,11.26,6
4419,2,125.8,5,8,1291,2368,5.58,20
4420,3,112.32,12,3,1070,2765,12.86,14
4421,1,135.6,5,10,1067,3595,14.8,11
4422,2,305.76,6,6,1863,2301,16.24,6
4423,3,188.28,8,1,1653,3621,19.19,13
4424,3,62.7,1,14,1462,2634,5.54,3
4425,2,105.3,13,15,1062,2100,3.53,18
4426,4,88.6,14,4,1316,2568,10.72,23
4427,4,105.84,4,2,1032,2730,12.32,11
4428,2,354,11,3,1928,2996,18.25,19
4429,4,69.7,11,12,1702,2322,6.94,6
4430,3,74.25,6,12,1365,3935,7.85,12
4431,2,173.4,5,4,1907,2951,10.34,16
4432,2,91.8,3,3,1163,3922,2.18,23
4433,2,254.64,13,11,1771,3405,14.11,12
4434,3,74.75,7,11,1416,2869,7.95,12
4435,1,120.6,4,12,1577,3370,13.55,14
4436,1,46.05,3,13,1724,3404,2.21,23
4437,2,244.08,10,7,1031,3603,13.67,13
4438,3,55.1,14,8,1792,2210,4.02,23
4439,2,110.2,1,1,1143,3775,4.02,13
4440,4,145.2,12,9,1036,2905,15.6,11
4441,1,82.1,14,8,1059,3058,9.42,9
4442,1,150.84,2,13,1518,2625,16.07,18
4443,3,190.8,2,9,1390,3799,19.4,17
4444,2,149,3,1,1910,2875,7.9,11
4445,3,86.7,7,6,1188,2654,10.34,6
4446,2,244.08,13,14,1124,2244,13.67,13
4447,1,79,8,4,1957,2106,8.8,16
4448,1,154.8,10,9,1237,2939,16.4,20
4449,2,192.24,9,15,1254,3300,11.51,14
4450,2,310.32,13,5,1668,2476,16.43,6
4451,2,310.8,9,15,1617,2096,16.45,13
4452,2,113.8,1,8,1888,2788,4.38,6
4453,3,123.6,15,12,1135,2098,13.8,19
4454,2,164.6,7,4,1610,2132,9.46,12
4455,2,105.3,10,8,1486,3580,3.53,1
4456,2,275.04,13,3,1364,3283,14.96,10
4457,2,149,1,11,1113,2383,7.9,21
4458,2,228.72,11,2,1203,2304,13.03,2
4459,1,50.25,11,15,1261,2015,3.05,6
4460,2,169.6,10,12,1227,3800,9.96,14
4461,2,234.72,12,14,1509,3781,13.28,6
4462,1,96.12,13,2,1166,2005,11.51,9
4463,2,134.5,5,8,1842,3634,6.45,11
4464,2,148.5,10,6,1103,3507,7.85,15
4465,1,52.65,4,15,1816,2971,3.53,23
4466,2,330.48,8,13,1765,2629,17.27,12
4467,1,147.84,1,5,1225,2715,15.82,15
4468,2,166.8,3,7,1838,3782,9.68,20
4469,4,83.4,15,7,1150,2245,9.68,7
4470,2,132,9,2,1108,2164,6.2,11
4471,3,86.7,15,4,1411,2184,10.34,15
4472,3,58.55,9,5,1851,2312,4.71,6
4473,2,381.6,14,4,1290,3072,19.4,12
4474,2,134.5,7,8,1754,3613,6.45,11
4475,4,195.84,3,10,1144,2260,19.82,22
4476,2,186.72,3,2,1228,2740,11.28,22
4477,2,238.56,12,5,1156,3589,13.44,5
4478,2,155.2,8,8,1628,2300,8.52,16
4479,2,173.4,4,4,1839,2706,10.34,22
4480,1,83.4,8,7,1837,3168,9.68,16
4481,2,310.8,6,15,1543,3652,16.45,6
4482,2,139.4,2,4,1532,2193,6.94,9
4483,2,178.3,4,7,1657,2567,10.83,20
4484,2,155.2,14,4,1412,3646,8.52,14
4485,1,66.2,14,10,1034,2928,6.24,13
4486,2,334.32,10,12,1287,2365,17.43,10
4487,1,188.64,6,13,1141,2165,19.22,15
4488,2,141,8,10,1387,3540,7.1,19
4489,1,145.2,1,6,1715,3709,15.6,9
4490,1,66.2,11,3,1065,2782,6.24,19
4491,2,310.8,1,1,1047,2018,16.45,12
4492,3,52.8,11,7,1783,2415,3.56,18
4493,2,199.92,6,11,1571,3064,11.83,7
4494,3,62.9,13,13,1483,3705,5.58,16
4495,4,110.4,3,1,1507,2691,12.7,6
4496,2,323.76,12,14,1280,2485,16.99,15
4497,4,170.4,14,5,1652,2840,17.7,23
4498,3,154.8,8,9,1642,3257,16.4,6
4499,1,86.7,9,4,1957,3755,10.34,14
4500,2,177.2,11,4,1700,2857,10.72,11
4501,2,92.1,14,10,1225,2617,2.21,6
4502,2,192.24,10,2,1342,2700,11.51,14
4503,4,165.24,13,15,1650,3173,17.27,20
4504,2,139.4,2,4,1256,3046,6.94,18
4505,2,178.3,12,8,1312,2628,10.83,13
4506,1,93.12,9,7,1912,3158,11.26,2
4507,2,238.56,15,5,1188,3396,13.44,12
4508,2,326.88,10,8,1091,2208,17.12,19
4509,2,121.2,2,6,1871,2103,5.12,18
4510,2,312.72,8,9,1018,3299,16.53,2
4511,3,152.04,15,12,1505,2640,16.17,6
4512,4,93.36,3,2,1967,2144,11.28,13
4513,3,137.52,7,3,1649,2400,14.96,9
4514,1,145.2,13,9,1827,2329,15.6,9
4515,2,134.5,5,14,1299,3250,6.45,15
4516,2,176,3,9,1725,3524,10.6,16
4517,2,110.2,14,8,1053,3638,4.02,11
4518,4,156.36,2,12,1904,3746,16.53,21
4519,2,271.2,1,11,1757,2898,14.8,11
4520,4,143.4,1,6,1141,2289,15.45,6
4521,1,147.84,11,10,1776,2693,15.82,13
4522,1,145.92,9,14,1463,3357,15.66,1
4523,4,65.15,12,12,1814,3566,6.03,20
4524,3,155.4,2,1,1833,2349,16.45,22
4525,2,110.2,7,1,1320,3146,4.02,3
4526,2,129,4,1,1923,2350,5.9,15
4527,1,122.04,13,14,1706,2523,13.67,19
4528,2,176,14,9,1478,2871,10.6,3
4529,4,45.9,9,5,1015,2245,2.18,12
4530,2,125.4,2,4,1177,2668,5.54,10
4531,2,291.84,4,14,1624,2022,15.66,13
4532,4,74.25,10,12,1279,3751,7.85,17
4533,3,59.1,8,8,1290,3529,4.82,5
4534,2,99,7,15,1779,2017,2.9,14
4535,3,78,4,13,1189,2580,8.6,21
4536,3,92.88,3,13,1091,2361,11.24,22
4537,2,148.5,14,6,1852,3440,7.85,11
4538,2,90,5,1,1973,2718,2,8
4539,2,139.4,3,4,1576,2568,6.94,16
4540,2,125.4,8,4,1288,2161,5.54,6
4541,2,139.4,2,12,1346,2273,6.94,10
4542,2,146.6,1,6,1163,2411,7.66,20
4543,2,182.64,4,12,1951,2709,11.11,8
4544,2,381.6,14,9,1216,2925,19.4,15
4545,4,167.16,3,12,1648,3865,17.43,4
4546,4,147.84,14,5,1259,2470,15.82,12
4547,2,301.68,9,3,1531,2944,16.07,12
4548,2,334.32,8,5,1527,2500,17.43,6
4549,1,188.64,5,13,1131,3689,19.22,11
4550,3,57.1,15,4,1900,3943,4.42,4
4551,4,152.04,2,14,1689,3781,16.17,21
4552,2,276.72,8,11,1113,2044,15.03,20
4553,2,295.68,14,10,1412,2338,15.82,7
4554,1,161.88,9,14,1918,2857,16.99,10
4555,3,122.04,5,14,1871,3733,13.67,1
4556,2,92.1,4,13,1357,3753,2.21,12
4557,2,275.04,13,3,1221,2500,14.96,6
4558,2,372,9,6,1549,2183,19,9
4559,2,360.96,10,2,1198,3559,18.54,17
4560,2,318.24,15,11,1256,2367,16.76,2
4561,1,57.15,5,5,1879,2843,4.43,16
4562,4,155.4,1,15,1809,2655,16.45,19
4563,2,164.2,8,8,1808,2105,9.42,17
4564,3,161.88,10,14,1427,3960,16.99,21
4565,2,105.3,5,15,1809,2470,3.53,8
4566,1,137.52,1,3,1368,2211,14.96,11
4567,2,336.48,7,7,1411,2765,17.52,19
4568,2,238.56,8,1,1907,3404,13.44,17
4569,4,65.15,6,3,1807,3521,6.03,6
4570,1,152.04,1,12,1607,2321,16.17,6
4571,1,188.64,8,13,1716,3500,19.22,17
4572,1,74.9,6,4,1602,3314,7.98,12
4573,3,64.9,9,5,1804,3797,5.98,6
4574,2,150.4,14,9,1218,3593,8.04,8
4575,2,290.4,2,9,1836,3649,15.6,6
4576,1,195.84,15,14,1210,3792,19.82,18
4577,2,241.2,12,1,1509,3867,13.55,12
4578,2,330.48,9,13,1150,3748,17.27,15
4579,1,110.4,5,10,1338,2703,12.7,20
4580,1,70.05,7,1,1879,3853,7.01,10
4581,2,114.3,8,5,1113,2178,4.43,6
4582,2,130.3,3,7,1910,3337,6.03,7
4583,2,186.24,1,7,1643,3711,11.26,12
4584,1,49.9,3,3,1185,2581,2.98,6
4585,2,100.4,9,7,1568,3482,3.04,18
4586,2,330.48,14,13,1559,2963,17.27,6
4587,2,286.8,10,2,1878,2350,15.45,17
4588,2,150.4,11,13,1188,2767,8.04,6
4589,4,82.6,2,14,1002,2245,9.52,11
4590,2,301.68,6,13,1335,2291,16.07,1
4591,2,129,12,9,1359,2541,5.9,13
4592,1,122.04,12,14,1224,2316,13.67,5
4593,3,77.6,2,8,1675,3718,8.52,11
4594,1,79.45,6,7,1811,2651,8.89,8
4595,1,84.8,3,13,1698,2617,9.96,22
4596,4,88.6,14,4,1553,2259,10.72,14
4597,3,62.7,3,14,1464,2451,5.54,8
4598,3,138.36,5,3,1512,3076,15.03,10
4599,2,381.6,2,9,1999,3970,19.4,15
4600,4,120.6,8,1,1539,2108,13.55,17
4601,2,176,9,9,1728,2052,10.6,18
4602,3,58.3,6,6,1142,2432,4.66,3
4603,2,149,1,1,1833,2752,7.9,21
4604,3,70.05,9,1,1340,3613,7.01,1
4605,4,188.64,12,13,1910,3617,19.22,11
4606,2,391.68,4,10,1062,3117,19.82,11
4607,3,188.28,7,2,1119,3562,19.19,10
4608,1,155.16,12,5,1023,2307,16.43,9
4609,2,199.92,13,11,1429,3939,11.83,6
4610,2,92.1,3,10,1646,3143,2.21,11
4611,2,323.76,14,6,1359,2652,16.99,11
4612,2,185.76,7,14,1365,2204,11.24,6
4613,2,301.68,2,3,1512,2619,16.07,12
4614,3,88,13,3,1550,2175,10.6,13
4615,2,234.72,12,14,1250,3844,13.28,1
4616,4,64.9,3,8,1885,3819,5.98,13
4617,2,376.56,4,1,1446,2921,19.19,11
4618,2,90,3,1,1127,3388,2,23
4619,2,326.88,1,8,1113,2085,17.12,6
4620,4,74.9,8,4,1483,3218,7.98,11
4621,4,82.6,11,14,1227,3357,9.52,14
4622,2,164.2,9,8,1878,2616,9.42,12
4623,2,377.28,14,7,1384,3972,19.22,17
4624,3,86.7,13,4,1415,3524,10.34,6
4625,4,186,13,15,1169,3666,19,7
4626,2,125.8,3,8,1231,2513,5.58,11
4627,2,106.9,4,9,1742,2168,3.69,6
4628,2,149,1,11,1636,2091,7.9,19
4629,4,57.1,10,4,1170,3912,4.42,20
4630,2,164.6,5,10,1838,2545,9.46,22
4631,2,117.1,3,5,1583,2824,4.71,3
4632,2,100.4,11,1,1262,2900,3.04,19
4633,4,152.16,2,14,1042,3020,16.18,21
4634,1,186,9,6,1672,2809,19,11
4635,3,89.15,15,8,1580,2392,10.83,17
4636,2,90,11,1,1595,2090,2,1
4637,4,152.16,2,15,1324,2784,16.18,6
4638,1,92.88,4,13,1578,2900,11.24,14
4639,2,301.68,2,13,1462,3992,16.07,12
4640,4,155.16,9,2,1836,2599,16.43,13
4641,2,169.6,5,12,1634,2331,9.96,18
4642,2,271.2,14,10,1764,3178,14.8,6
4643,2,291.84,9,5,1461,3071,15.66,6
4644,4,66.2,3,3,1112,3848,6.24,9
4645,2,141,6,10,1933,2744,7.1,19
4646,4,82.3,11,4,1239,3800,9.46,22
4647,2,91.8,12,3,1265,2203,2.18,16
4648,3,82.1,6,7,1272,2288,9.42,5
4649,2,146.6,12,6,1466,3542,7.66,14
4650,2,376.56,6,1,1490,2780,19.19,11
4651,4,161.88,7,14,1058,2236,16.99,17
4652,3,79,4,4,1633,2223,8.8,14
4653,2,92.1,6,10,1493,3130,2.21,23
4654,4,77.6,8,4,1887,2504,8.52,12
4655,3,50.25,10,11,1076,3031,3.05,21
4656,3,53.45,14,5,1645,3621,3.69,23
4657,4,93.12,3,7,1149,3094,11.26,6
4658,2,185.76,15,14,1449,3493,11.24,9
4659,2,290.4,12,9,1772,3130,15.6,17
4660,4,145.2,11,9,1213,2279,15.6,15
4661,3,82.6,12,14,1893,2237,9.52,19
4662,2,90,7,1,1583,3398,2,21
4663,2,149.8,11,4,1706,3076,7.98,11
4664,2,125.4,3,4,1821,3531,5.54,20
4665,4,79,3,5,1981,3664,8.8,21
4666,2,186.72,10,2,1954,3473,11.28,18
4667,2,105.6,15,4,1429,3056,3.56,14
4668,2,336.48,3,3,1120,3021,17.52,8
4669,3,57.1,12,4,1350,3445,4.42,6
4670,1,79.45,14,9,1394,2973,8.89,2
4671,2,276.72,7,11,1389,3868,15.03,6
4672,2,141,10,10,1116,3296,7.1,11
4673,2,125.4,4,4,1242,2556,5.54,12
4674,4,188.64,11,13,1374,3197,19.22,12
4675,2,164.2,5,7,1998,3997,9.42,19
4676,2,304.08,1,12,1015,3559,16.17,3
4677,2,149.8,7,4,1018,3983,7.98,11
4678,2,150.4,10,13,1491,2302,8.04,10
4679,1,105.84,14,2,1265,3113,12.32,15
4680,2,186.24,14,11,1925,2134,11.26,14
4681,2,105.3,9,15,1660,3968,3.53,20
4682,2,376.56,14,1,1801,3948,19.19,6
4683,4,88.6,4,1,1225,2883,10.72,5
4684,1,58.3,13,3,1704,2149,4.66,10
4685,2,125.8,10,13,1123,2114,5.58,9
4686,1,77.85,13,7,1480,3144,8.57,5
4687,2,227.52,14,2,1544,2498,12.98,18
4688,2,90,6,3,1657,2597,2,6
4689,1,114.36,7,10,1730,2911,13.03,12
4690,2,91.8,10,3,1686,3165,2.18,22
4691,1,62.7,1,4,1833,3423,5.54,21
4692,2,100.5,7,11,1250,2246,3.05,9
4693,1,56.9,5,9,1320,2383,4.38,6
4694,4,154.8,3,9,1783,2345,16.4,17
4695,3,65.15,10,3,1062,2737,6.03,16
4696,2,330.48,15,13,1824,3353,17.27,9
4697,2,178.3,6,2,1527,2651,10.83,20
4698,2,141,5,9,1551,2712,7.1,1
4699,2,186.72,7,2,1383,3664,11.28,22
4700,2,360.96,14,12,1618,3388,18.54,1
4701,2,192.24,7,2,1563,3688,11.51,6
4702,2,391.68,8,14,1454,3299,19.82,6
4703,2,361.68,9,10,1099,3485,18.57,23
4704,2,186.72,7,2,1300,2339,11.28,16
4705,1,110.4,5,10,1922,3833,12.7,9
4706,2,100.4,12,7,1191,3666,3.04,13
4707,1,137.52,5,8,1907,2056,14.96,3
4708,2,164.6,11,4,1724,2795,9.46,6
4709,2,304.08,1,12,1978,3071,16.17,23
4710,2,149,5,1,1763,2099,7.9,9
4711,4,138.36,1,3,1524,3124,15.03,16
4712,2,99,5,7,1420,2787,2.9,21
4713,4,46.05,1,13,1610,3189,2.21,12
4714,4,188.28,9,1,1614,2053,19.19,10
4715,2,113.8,6,8,1036,3989,4.38,12
4716,3,114.36,14,10,1787,2927,13.03,9
4717,3,177,8,3,1762,3534,18.25,12
4718,4,55.2,15,2,1926,2889,4.04,5
4719,1,70.5,11,10,1692,3668,7.1,13
4720,2,227.52,2,13,1287,3287,12.98,14
4721,4,55.1,5,8,1930,2347,4.02,12
4722,2,114.3,11,5,1222,2116,4.43,6
4723,2,177.2,7,1,1861,3706,10.72,21
4724,3,65.15,3,12,1129,2473,6.03,16
4725,3,165.24,12,15,1884,3087,17.27,20
4726,3,145.2,7,9,1642,3859,15.6,11
4727,2,241.2,3,1,1136,2464,13.55,20
4728,2,176,1,3,1938,2715,10.6,19
4729,2,334.32,8,12,1943,2053,17.43,13
4730,2,91.8,7,5,1552,3879,2.18,12
4731,2,304.32,1,15,1104,3348,16.18,11
4732,2,211.68,12,2,1592,2024,12.32,11
4733,4,156.36,8,12,1553,2634,16.53,15
4734,1,84.8,14,13,1618,3053,9.96,15
4735,1,78,5,1,1422,3173,8.6,5
4736,3,197.76,7,13,1962,3522,19.98,23
4737,2,228.72,15,2,1756,2180,13.03,15
4738,3,99.96,10,11,1004,3970,11.83,16
4739,2,110.2,11,1,1194,3526,4.02,5
4740,2,164.6,13,4,1136,2577,9.46,6
4741,2,113.8,8,8,1425,2467,4.38,23
4742,2,395.52,12,11,1525,2297,19.98,12
4743,2,305.76,15,6,1759,2832,16.24,17
4744,3,138.36,15,11,1630,3563,15.03,20
4745,1,143.4,9,2,1200,3751,15.45,14
4746,1,138.36,5,3,1761,3371,15.03,18
4747,2,129.8,2,8,1522,3102,5.98,9
4748,2,132,12,2,1119,2859,6.2,12
4749,3,60.6,8,13,1294,3664,5.12,2
4750,2,149.8,10,13,1134,2263,7.98,19
4751,4,147.84,15,10,1757,3175,15.82,8
4752,2,100.4,5,7,1181,3739,3.04,6
4753,2,336.48,3,3,1898,2434,17.52,12
4754,2,99.8,9,15,1151,2419,2.98,19
4755,2,182.64,7,10,1803,2910,11.11,6
4756,4,93.12,8,7,1454,2908,11.26,16
4757,1,156.36,9,12,1376,2009,16.53,1
4758,3,57.1,2,4,1843,2527,4.42,12
4759,4,56.9,1,9,1683,2077,4.38,6
4760,2,234.72,7,14,1636,3789,13.28,20
4761,2,149.8,6,4,1343,3644,7.98,17
4762,4,50.25,14,11,1329,3877,3.05,9
4763,2,165.2,13,14,1357,3082,9.52,11
4764,2,141,5,9,1592,2545,7.1,9
4765,2,139.4,1,12,1333,2972,6.94,17
4766,2,110.4,15,11,1837,2950,4.04,12
4767,1,180.48,3,12,1248,2250,18.54,12
4768,2,336.48,5,3,1964,2872,17.52,20
4769,1,62.9,9,8,1285,3090,5.58,1
4770,2,155.7,15,7,1353,2789,8.57,18
4771,2,165.2,8,14,1706,3674,9.52,21
4772,4,197.76,8,13,1008,3472,19.98,8
4773,2,381.6,7,4,1362,2438,19.4,4
4774,2,323.76,2,14,1832,3210,16.99,16
4775,2,391.68,4,10,1268,3299,19.82,7
4776,4,161.88,4,14,1504,3253,16.99,13
4777,2,116.6,11,3,1555,3567,4.66,12
4778,4,152.16,10,14,1368,2040,16.18,6
4779,2,334.32,14,12,1523,2346,17.43,6
4780,2,177.2,2,1,1420,3099,10.72,13
4781,2,178.3,3,10,1742,2876,10.83,12
4782,2,305.76,6,1,1218,2303,16.24,13
4783,4,99.96,9,12,1551,3190,11.83,16
4784,1,70.05,6,14,1381,2798,7.01,2
4785,1,50.2,10,7,1163,2238,3.04,14
4786,2,290.4,2,6,1665,2706,15.6,17
4787,3,152.88,6,6,1890,2857,16.24,22
4788,4,197.76,14,13,1836,3367,19.98,18
4789,2,310.32,10,2,1583,3265,16.43,9
4790,2,96.8,6,10,1594,2565,2.68,17
4791,3,159.12,1,9,1446,2788,16.76,22
4792,2,220.8,13,10,1340,2310,12.7,8
4793,2,132.4,12,10,1091,2494,6.24,1
4794,1,119.28,1,1,1732,3223,13.44,4
4795,2,318.24,14,11,1443,3806,16.76,21
4796,3,105.84,15,9,1495,3711,12.32,3
4797,2,186.72,15,2,1885,3470,11.28,21
4798,2,323.76,12,14,1660,2108,16.99,6
4799,2,110.2,11,1,1122,3180,4.02,12
4800,3,66.2,15,10,1681,2207,6.24,10
4801,2,150.4,12,9,1885,2391,8.04,21
4802,4,180.48,14,2,1881,2099,18.54,11
4803,4,82.1,13,7,1696,3879,9.42,20
4804,3,60.6,1,6,1549,3619,5.12,17
4805,2,309.6,14,14,1048,3992,16.4,14
4806,2,372,2,6,1908,2236,19,19
4807,4,165.24,4,15,1032,2826,17.27,20
4808,4,154.8,1,14,1671,2309,16.4,8
4809,2,334.32,9,5,1076,2721,17.43,6
4810,4,165.24,2,15,1723,2805,17.27,12
4811,3,79,6,4,1236,3743,8.8,11
4812,2,291.84,10,14,1772,3924,15.66,6
4813,1,117.36,7,14,1183,2873,13.28,6
4814,3,155.16,10,2,1011,2463,16.43,12
4815,4,155.4,1,15,1904,3399,16.45,6
4816,3,70.5,4,10,1465,2109,7.1,22
4817,2,100.5,3,15,1856,2277,3.05,12
4818,2,129.8,5,5,1188,2372,5.98,6
4819,4,46.05,12,13,1674,2477,2.21,1
4820,3,58.3,3,6,1554,2160,4.66,17
4821,2,304.32,6,15,1025,3115,16.18,1
4822,1,49.9,9,15,1572,3703,2.98,23
4823,2,165.2,13,11,1196,2435,9.52,23
4824,2,334.32,4,5,1302,3786,17.43,17
4825,3,92.88,11,13,1566,2876,11.24,11
4826,2,290.4,13,9,1242,2586,15.6,8
4827,2,227.52,6,2,1512,2032,12.98,11
4828,2,291.84,13,5,1553,2990,15.66,17
4829,3,197.76,5,13,1250,2557,19.98,12
4830,3,53.45,4,5,1681,2725,3.69,22
4831,3,55.2,2,11,1614,2569,4.04,13
4832,2,323.76,7,6,1348,2044,16.99,14
4833,2,93.6,3,8,1316,2095,2.36,2
4834,2,310.8,12,1,1952,2397,16.45,11
4835,2,116.6,4,3,1690,3226,4.66,1
4836,2,96.8,2,15,1740,3540,2.68,19
4837,3,74.5,9,11,1031,3049,7.9,6
4838,1,50.2,7,7,1644,2024,3.04,9
4839,2,114.2,7,4,1090,3398,4.42,22
4840,4,74.75,6,11,1222,2203,7.95,11
4841,2,158.9,1,9,1407,2406,8.89,17
4842,2,291.84,8,14,1614,2924,15.66,10
4843,2,290.4,14,9,1460,2710,15.6,8
4844,1,159.12,7,11,1504,3419,16.76,10
4845,2,178.3,9,8,1190,2428,10.83,10
4846,1,59.1,13,8,1434,3420,4.82,7
4847,2,227.52,15,2,1600,2675,12.98,1
4848,2,310.8,8,15,1197,2879,16.45,6
4849,2,141,13,9,1774,2948,7.1,16
4850,2,118.2,3,11,1966,2903,4.82,11
4851,3,155.4,12,15,1315,2813,16.45,18
4852,3,79,2,4,1847,2729,8.8,11
4853,2,271.2,9,11,1981,3920,14.8,23
4854,4,197.76,12,11,1413,3350,19.98,16
4855,2,377.28,7,7,1701,2468,19.22,20
4856,4,197.76,8,11,1844,3155,19.98,4
4857,3,57.1,2,15,1966,2631,4.42,17
4858,2,192.24,7,15,1640,2139,11.51,12
4859,2,130.3,3,12,1348,3290,6.03,12
4860,2,156,12,1,1154,3711,8.6,10
4861,2,213.36,14,15,1344,3191,12.39,7
4862,2,149.5,3,11,1262,2658,7.95,20
4863,2,150.4,1,13,1682,3008,8.04,23
4864,4,152.16,2,15,1673,2842,16.18,17
4865,1,170.4,12,15,1960,2416,17.7,9
4866,2,134.5,9,8,1517,2487,6.45,12
4867,2,116.6,11,3,1076,2341,4.66,13
4868,2,247.2,2,8,1122,3225,13.8,13
4869,2,301.68,11,3,1808,2876,16.07,12
4870,2,336.48,4,3,1792,2541,17.52,6
4871,2,158.9,5,9,1560,2450,8.89,6
4872,2,360.96,9,2,1647,2480,18.54,16
4873,4,59.1,7,11,1005,3030,4.82,11
4874,2,323.76,1,6,1160,3678,16.99,16
4875,2,301.68,6,13,1625,2151,16.07,8
4876,3,74.9,6,13,1386,2491,7.98,9
4877,2,334.32,13,12,1754,2678,17.43,17
4878,2,276.72,4,11,1348,2779,15.03,23
4879,2,148.5,12,12,1549,3905,7.85,10
4880,2,304.08,2,12,1615,3597,16.17,20
4881,2,156,14,13,1968,3381,8.6,6
4882,2,220.8,1,10,1747,2038,12.7,6
4883,2,360.96,12,12,1844,2566,18.54,5
4884,3,147.84,12,5,1088,2428,15.82,10
4885,1,45,7,1,1089,3327,2,11
4886,2,310.8,15,1,1991,3627,16.45,7
4887,1,62.7,6,14,1935,2570,5.54,6
4888,4,154.8,1,9,1897,3068,16.4,12
4889,2,275.04,4,3,1770,3413,14.96,15
4890,4,154.8,12,14,1576,3076,16.4,1
